,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0490611816851539,0,0.284565247490983,0.0153096285088802,0.0070450430092941,0,0.00891402619438167,0.0626295340871784,0.0105350789020179,0,0,0,0,0,0
ETH,0,0,0,0,0,-0.0947633661102549,0,0.06110705211922,0,0,0.0106607298885071,0,0,0,0,0
XRP,0,0,0,0,0,-0.0238032525588193,-0.056244466284096,0.0256301466540451,0,0.0231959197643829,0.0219902391398886,0,0,0,0,0
LTC,0.447717944676151,0.0244370097662083,0,0,0,0,0,0,0,0.0287249262734024,0,0,0,0,0,0
XMR,0.207237928875957,0.143622045400483,0,0,0,0,0,0,0.0262632120064765,0,0.143769479807122,0,0,0,0,0
ETC,0,-0.375078914634955,0,0,-0.0529212409979075,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.141919256183175,0,0,-0.015627940070614,0,0,0,0,0.0506508901713377,0,0,0,0,0,-0.0908651832324426
XEM,0,0.197189775723267,0,0,0,-0.0108430953020929,0.148192349615595,0,0,0,0.0683174442805451,0,0,0,0,-0.0408995394520605
DOGE,0.205907053469806,0.0533686169835263,0,0.036488848495745,0,0,0.0289028373201202,0.044736443051406,0,0.0380232827202351,0,0,0,0,0,0
XLM,0,0,0,0,0,-0.00902219774386353,0,0.150928445840731,0.142176319471306,0,0.0434157537984264,0,0,0,0,0
DGB,0,0.243210305859167,0,0.216974337113415,-0.0448179788849287,0.005244349241196,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,-0.0000357917101203696,-0.000963840433875173,0,0,0,0,0,0,0,0,0,-0.00890504204671476
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
