Datetime,btc,eth,usdt,bnb,ada,xrp,usdc,doge,dot,busd,uni,bch,ltc,sol,link,wbtc,matic,etc,xlm,theta,dai,icp,vet,fil,trx,cusdc,eos,xmr,aave,shib,atom,cdai,luna,cro,cake,okb,leo,ceth,algo,ftt,bsv,cel,amp,klay,xtz,neo,mkr,comp,miota,AVAX,snx,grt,ust,ksm,tfuel,egld,safemoon,dcr,rune,btt,hbar,ht,tusd,sushi,waves,chz,hbtc,stx,dash,steth,enj,zec,axs,yfi,hnt,xdc,xem,hot,kcs,tel,qnt,flow,pax,mana,zil,nexo,near,one,bat,mdx,titan,lusd,btg,bnt,qtum,zen,omi,cusdt,zrx,sc
2021-05-26,730836955268.21,323460286402.17,60894369311.44,56350009958.68,55152158262.62,46110980022.78,21108104122.29,45320150815.57,23342043502.27,8840386478.68,13701809900.70,13866231709.30,12914436794.27,9240250889.57,12994556728.41,7112719233.43,13838462961.12,9954384619.03,10193486110.23,7118099984.52,4300753094.56,17190177842.05,8579475639.61,5336452947.79,5781531326.98,3254331262.66,5917760695.19,4616859029.15,4826543756.61,4782696023.20,3471375100.67,2985891017.74,2847518486.77,3321246937.16,3210098111.09,3949587500.01,2143721248.25,3749294687.30,3049641228.83,3086475138.73,3316184508.38,2926806213.72,1729125266.75,3924046538.97,3151066866.32,4226185184.39,3483659654.55,2260891450.70,3196175541.67,2599053865.51,2175721298.22,1041375835.04,1980228015.39,2952344759.16,1551997774.26,2045965707.90,2911582603.28,1834358104.05,3205512799.56,2845215175.63,2217835127.02,2916959950.94,1262525516.55,2144262624.02,1613823366.37,1460511782.23,1243018868.70,1078565133.26,2103250734.44,1174507305.27,1299715871.12,1674785899.31,237695765.95,1755304666.28,1230866118.19,656191652.31,1811902445.40,1843006551.64,572444051.95,2046081240.99,572194469.45,654486945.72,1346095270.39,1117120680.27,1500483686.43,1199656598.17,1325301554.24,1030363373.17,1183450071.73,247988219.70,328590417.59,506844260.08,1134272776.29,971384552.22,1243458567.89,1110860885.91,653188407.69,583818771.53,901942708.09,990354998.66
2021-05-27,729749890072.10,323422386945.29,61118932557.41,57202857961.13,54806291099.17,46413701083.53,21763294636.24,44025733774.96,23511510583.45,8807415930.90,14781243102.45,14177682844.00,13031961593.47,9319871896.72,14059334962.07,7156286460.01,13232602882.73,9627187870.73,9999519159.29,7396785111.47,4376456271.97,16791984909.38,8370090407.42,5310254322.90,5787917627.03,3302707199.42,6502569000.86,4623222289.22,4908233236.88,4476705715.22,3494754992.49,3086633400.45,2794196977.56,3347353395.03,3190533187.37,3930706840.90,2013575665.60,3888702482.04,3051408847.32,3152118261.39,3360229606.92,2869467667.55,1538573044.50,3928599445.63,3231183038.06,4311289477.83,3399653153.16,2238454842.45,3323389320.21,2578782099.86,2121096895.44,978489805.37,1970389561.09,2874918965.71,1601986893.87,2012580467.08,2875747565.07,1906787542.38,3232443039.91,2856961420.11,2197394863.32,2835565940.25,1275082828.68,2098371827.43,1644261102.89,1668133575.78,1239697907.74,1205025454.32,2096791872.14,1188143954.69,1687885451.21,1691925422.98,257799761.63,1712853974.08,1314604530.87,667028608.64,1910588687.95,1781604208.86,591982003.45,1985352409.85,589122136.82,649525964.99,1322187939.16,1230126399.92,1546102659.90,1307948631.46,1277895484.93,1030590641.51,1281192711.61,249355978.59,327357251.26,713755372.27,1181870948.40,1009505534.69,1369662087.98,1121561135.71,589669674.71,600856455.46,950435530.65,948230131.84
2021-05-28,689808257129.88,299086041055.19,61277915244.06,52306870023.01,49817518796.59,41814406118.83,22006148820.96,41329495868.07,22831482682.19,8760186748.79,14152478473.89,13050590183.88,12044058030.52,8497671025.59,12706801504.97,6809482982.96,11801163319.49,9013888552.17,9144675654.58,7637095192.66,4381881401.83,15184181274.85,7479916645.81,5054659225.96,5329846253.20,3338887533.39,6055350973.20,4391493973.33,4348719072.56,4022250702.94,3132004462.82,3098092665.33,2448877100.74,3075843617.80,2870353050.63,3638251946.90,1969898939.44,3543385729.15,2797612385.26,2959064243.16,3205048440.26,2859308908.97,1659652287.08,3647753925.68,2957958215.57,4017059987.15,3128357049.32,2013818930.37,3015406476.80,2301208600.98,1905731997.57,874588162.91,1962102293.55,2684340949.04,1765046458.70,1858610188.00,2588158811.48,1879114214.67,3100557348.27,2611991004.24,1957095073.40,2634561881.64,1278852917.39,1927352925.72,1458738045.17,1620633369.93,1175257285.70,1046922717.67,1890410660.10,1131346499.67,1435980795.58,1654870447.62,246622433.86,1555798897.82,1449312924.29,646815254.69,1737505610.85,1560847641.36,557183353.91,1755042093.33,558294153.55,596778551.93,1296923895.76,1113812535.19,1343465582.62,1129265769.84,1176581031.92,922910766.48,1145653998.25,252744915.25,319627004.58,721416906.40,1059439869.73,941514521.74,1304440648.15,1087157017.00,478896004.99,605140078.78,848589736.15,849686025.56
2021-05-29,660790223479.51,281865779049.59,61346578032.87,50491291457.49,47594632234.16,40436220417.49,22192196157.61,39762530478.04,20953277415.64,8808998999.50,13263693674.93,12581680963.99,11578249943.43,7795386522.23,11788426086.44,6517113655.92,11053033901.38,8376640894.62,8873400518.95,6595358555.97,4431740722.87,14130881078.44,7022075542.37,4975627490.65,5128555503.91,3460503580.72,5953077654.14,4857825148.75,4001050528.40,3888620881.36,3055458890.99,3097976879.54,2359660538.97,2905212489.37,2762801923.66,3526686242.28,1982679225.31,3374747833.85,2662970265.27,2803308480.70,3127147227.29,2950675516.64,1618563165.65,3493069803.36,2785622351.23,3747600976.66,2937327921.06,1962268816.89,2866549460.83,2133949446.98,1823259335.58,794575846.63,1964896300.46,2508572016.48,1616422171.48,1703260863.91,2436481305.05,1796225631.55,2733588009.70,2480372867.22,1805524332.14,2647068069.26,1282713799.39,1772056280.26,1361852831.78,1513671830.99,1122385547.83,1033918581.77,1962694569.04,1066388634.32,1283608619.17,1850473580.94,272511813.65,1471397099.14,1456252588.38,618687133.25,1629406724.93,1484874148.60,529995477.84,1509638895.96,523093285.81,607484069.29,1265403599.77,1047829227.64,1267646960.63,1032261062.29,1072800387.79,841956199.48,1081152424.81,258895240.91,322314048.36,722628243.61,1016321977.00,884874477.91,1213399011.13,1228757446.84,455881071.77,611889602.68,791601896.63,794617466.42
2021-05-30,667742735976.36,277753912966.97,61994365820.07,50657546811.45,51945415386.10,40397460508.09,22340744106.61,39415140121.93,20539341796.81,8673440347.15,12875157851.42,12479579435.99,11605003935.56,7783217622.36,11868176011.39,6642245193.12,11594452850.13,8396459827.02,8808907804.46,6504920141.11,4455414498.92,13661695530.85,7162970186.36,5028052740.06,5150655390.48,2350871425.10,5846489068.23,4614004720.68,4125156786.28,3917571674.39,3022068892.24,3155004031.61,2406139014.50,2886597774.04,2771945508.18,3509070565.50,2052404705.63,3173533008.61,2627732319.34,2767443716.99,3113084083.21,3025669724.30,1650441425.58,3382069415.35,2799767160.67,3674060167.80,2929584581.14,2004962739.03,2861760207.93,2192403553.29,1833632072.64,812004877.49,1964158562.20,2648846214.81,1572399173.64,1689974181.16,2342418800.63,1930963523.52,2775474952.64,2439734749.28,1858468015.91,2598557908.00,1282751896.03,1771634332.27,1305844873.26,1455592707.41,1131312133.30,1014853990.35,1865877783.04,1053945056.87,1463826597.72,1715452243.99,250733515.45,1521483688.14,1341640802.36,609494436.12,1652923135.84,1520551425.72,535387480.27,1613536353.84,520326410.07,582237066.75,1267560668.35,1049396284.07,1290078321.47,1092358387.48,1193484851.69,885723009.59,1069957430.77,272231062.98,316365767.24,725028637.46,997798408.64,878507249.17,1175264827.89,1235857931.12,455908496.56,595880607.12,796012134.72,809109030.08
2021-05-31,676778572555.72,289747274579.81,61949027973.46,51296232810.29,52350309888.87,45802446410.00,22519941229.00,39802224437.12,20931298835.16,8643653363.46,13452339590.23,12741175372.36,11807349449.59,8438749278.47,11961815509.58,6708312658.05,11441523968.19,8447951058.49,9070670716.88,6550371447.57,4431687967.67,13716591748.12,7421857349.51,5131189491.04,5324333526.37,3111675446.84,5905305982.62,4631264694.56,4469472828.25,3952482762.83,3154503259.22,3177775028.62,2524876904.28,3129398921.82,2849578900.64,3580042355.23,2238251149.77,3321702666.12,2701427651.29,2806779184.26,3153280057.17,3039581821.00,1712291310.66,3424928562.54,2858423402.84,3734912375.08,3096276099.03,2173121679.21,2956800773.45,2230889785.40,1916819903.29,921934896.23,1951076209.90,2836296444.02,1659398672.67,1752342004.99,2410472319.53,2184878284.45,2833401619.29,2440767781.47,1868881600.42,2586951463.90,1280868223.75,1936169163.00,1310109570.65,1464462059.06,1150090331.39,1021744165.01,1882106342.32,1101016655.74,1482955976.96,1696482853.44,269886224.25,1584766159.44,1337734546.76,674127256.62,1685847117.88,1554662463.94,555918944.26,1726317147.88,547292348.87,588864303.55,1263755384.43,1053966194.16,1318710453.99,1092309089.25,1240246157.28,902870984.63,1079786321.91,271449277.56,329606780.60,733143339.19,1002620109.13,898608893.82,1190677348.04,1180732055.80,487871376.33,599388945.87,807341812.85,830702173.38
2021-06-01,685330893421.97,305143101413.33,61862704696.78,54015149196.63,54984897955.98,46734198267.70,22675121786.47,42403552839.38,22389837811.79,8669683726.29,14134995859.69,12893889871.89,12144209023.13,8619717551.84,12999491375.75,6795269126.13,11700343626.56,8615548707.77,9291938361.72,7416899703.82,4412767310.31,13713726573.60,8061010134.69,5284550766.85,5404728164.40,3120307197.47,6041767371.06,4684686292.46,4784074339.83,4375590381.78,3297363243.63,3235043831.17,2582604215.21,3129855785.53,3079544269.46,3591447267.71,2299148722.60,3505988485.67,2790304478.13,2916155079.80,3212007168.73,3025916444.89,1725650001.43,3435646821.09,2954674882.68,3816602186.72,3202234986.49,2197728624.09,3064765432.19,2313799234.60,1973950652.02,956734064.70,1949904529.94,3252285150.53,1880698747.24,1817142869.04,2428045906.73,2201450001.86,3052658766.29,2493856192.25,1944569857.76,2657386769.82,1284659534.94,2026632496.65,1310332532.49,1472543761.85,1170032816.65,1019000447.54,1930950917.86,1176803808.57,1508880545.62,1735667700.67,258878491.16,1643517056.37,1335637495.29,712517076.18,1698375208.83,1563010712.35,579116120.54,1723130775.62,567049917.62,595858117.71,1250998530.54,1093362450.00,1394692214.91,1095501434.49,1238817678.58,1014576665.08,1112611325.31,284280763.78,337237943.39,745683629.35,1030100278.79,936106288.38,1216165030.54,1188976351.21,502872595.26,606407098.38,853305846.51,824629639.26
2021-06-02,696605999291.44,312716472370.91,62007682123.92,58576146710.75,56696248141.53,46762962957.84,22695128132.32,51385148832.55,24168947080.47,8880016147.15,14395457664.92,13049450526.71,12265259656.20,8701336692.77,13189664255.71,6915695774.85,11359758301.38,8661980396.16,9721869292.37,7872957237.63,4414647017.87,13256285495.34,8161267020.55,5285542394.74,5506335521.41,3139835051.96,6059358493.07,4854259829.97,4889204966.55,4476496284.05,3395669724.86,3297153748.71,2722255982.74,3202152749.77,3352715537.45,3608230301.45,2557257316.24,3447794914.39,2803655538.95,3021330279.84,3299507294.19,3059458555.34,1730893823.72,3441156695.55,3136725522.65,3894772931.54,3242128401.54,2268107194.05,3237263158.75,2349835932.17,1985940318.77,952185145.55,1945391352.51,3544642797.01,1918467214.47,1836926939.22,2453063675.05,2096232302.96,2979336413.85,2507714092.31,1988026968.16,2778332044.03,1376116774.40,2078950078.80,1344092323.47,1465566545.34,1183884221.91,1043481588.25,1986491705.59,1216604418.91,1479421354.71,1737571659.29,256227955.45,1639999197.90,1294677232.62,704949229.33,1723389066.69,1543858778.53,607499686.90,1717533729.12,589425090.07,604383101.63,1250824761.22,1120528524.04,1527184442.26,1139884985.15,1312912753.26,1010864889.51,1154513549.67,314742931.34,338396629.37,747739166.30,1023552531.74,946752575.38,1217532242.83,1192707405.42,499511345.23,631723131.71,953169628.41,830423175.05
2021-06-03,723909917201.89,325147469849.91,61941851998.16,64133913880.77,57864989581.46,47727958535.94,22806676693.69,54501256358.41,27288336448.36,9262748541.62,14687685007.51,13364626985.92,12687784255.24,10082389811.15,13636441740.27,7184093310.11,11334838854.18,8804989244.75,9766566741.44,8815249110.02,4482399511.91,13741438403.25,8785529888.83,5475610913.96,5726106577.43,3154375401.45,6176406855.95,5401600793.37,5022826892.59,4833714345.87,3888718303.52,3358476121.75,2928292489.92,3340561966.62,3570449639.55,4687188211.78,2729782384.05,3770237625.71,3240399536.76,3125763753.48,3470419633.67,3310284726.86,1808038000.54,3484275310.64,3205926584.39,4304998099.58,3256206091.09,2294964060.73,3727323374.16,2578550047.60,2048725355.34,1019029958.88,1940650807.35,4183528049.20,2084997209.29,1906673071.50,2427333481.27,2048536980.06,3294299251.29,2622149084.12,2099402555.51,2966903787.05,1381384002.41,2233593413.03,1522551906.68,1532881250.08,1233535211.95,1083308910.78,2098027700.12,1278389104.41,1509039560.48,1898732369.92,259682228.15,1648997237.31,1313714006.37,731478853.24,1800227953.97,1616181426.01,737402490.89,1772332687.89,620214799.57,651385941.34,1173695839.46,1152775166.46,1702331005.59,1209564325.20,1358519835.02,1091483970.81,1226913066.93,302754400.69,340777341.46,755259614.90,1079914917.09,974033095.88,1277579870.11,1245725997.21,521915908.43,625298918.99,981908800.13,864814773.47
2021-06-04,693514011184.27,310809658939.91,62150587389.21,60298297667.82,54978332499.93,44615912123.41,22809628529.23,48900371067.60,24897500561.24,9362699816.76,13783097809.98,12575332160.96,11875133391.38,10283687718.91,12516230114.57,6910594069.76,10336783462.75,8276437355.92,9014418138.98,9280201178.01,4528127385.96,14228816262.26,8788365168.70,6870846650.08,5528203676.41,3192659000.93,5774325967.66,5150160611.22,4750339664.01,4397457298.77,3623895010.63,3374211139.28,2671171870.99,3118939852.21,3403545441.49,4430537337.91,2641889584.88,3582711064.05,3175310350.27,3016160593.44,3241065414.51,3299574798.87,1685878205.41,3300505373.33,2982324729.30,3991914791.06,3268535830.00,2120280170.10,3489900103.16,2405752406.62,1901723478.79,995570242.25,1931329989.32,3807130343.10,2202717082.31,1747439459.65,2186316892.88,1873667412.88,2890595752.96,2740219454.72,2001501619.40,2811149972.92,1404842648.96,2056101620.25,1392054562.47,1449045224.69,1276022498.54,1068864159.69,1952461752.11,1226757861.32,1422678214.99,1750546716.38,244234596.18,1550156806.31,1257700035.03,695070928.85,1705881958.23,1525293781.20,687976319.20,1852976687.70,571539257.91,667673132.00,1152885628.13,1090329639.31,1548231119.39,1194866979.14,1269404301.60,993253866.58,1141747076.67,281004831.54,340212733.92,756955982.96,1006540112.19,921119862.50,1178304545.26,1165501497.79,473764504.86,622048944.51,929397554.24,845361725.23
