Datetime,btc,eth,usdt,bnb,ada,xrp,doge,dot,usdc,icp,matic,bch,uni,link,ltc,xlm,etc,sol,busd,vet,wbtc,theta,eos,trx,fil,aave,shib,xmr,dai,neo,klay,okb,ceth,atom,mkr,cro,bsv,cusdc,cake,rune,miota,xtz,ftt,algo,cdai,cel,safemoon,ksm,ht,btt,luna,AVAX,comp,hbar,snx,leo,dash,egld,tel,sushi,ust,hot,amp,xem,dcr,yfi,zec,waves,tfuel,zil,enj,chz,near,nexo,pax,tusd,hbtc,qtum,hnt,bat,steth,btg,mana,zen,stx,dgb,nano,one,ont,fei,grt,sc,bnt,omg,husd,chsb,ftm,zrx,uma,rvn
2021-02-23,54410.856295,1788.615210,1.005265,268.391997,1.103137,0.575937,0.053532,37.817807,1.005574,,0.151740,631.034623,27.764319,31.668361,208.877544,0.467883,14.023116,14.423731,1.007546,0.050420,54311.296746,3.354657,4.728851,0.054643,39.677006,403.414335,0.000000,225.901237,1.003683,47.407490,1.846407,20.207206,35.740891,21.268309,2396.529779,0.223773,216.163723,0.021754,15.040037,4.509970,1.314300,4.302012,33.534319,1.151369,0.021221,5.465557,,274.041036,22.413106,0.001704,7.043534,32.453832,425.913499,0.138205,21.099924,1.856567,273.324884,127.317592,0.003408,16.659150,1.009003,0.003462,0.026283,0.704650,157.512486,39559.554628,145.479581,10.668209,0.092983,0.124072,0.546745,0.048138,3.775146,2.341904,1.006731,1.008607,54262.738660,6.420583,3.643227,0.542869,1732.035805,34.366651,0.273535,68.534154,0.780339,0.070677,6.374591,0.026249,1.203093,,2.029478,0.012640,6.384424,5.582990,1.003795,1.018193,0.453549,1.551215,23.790339,0.201924
2021-02-24,48691.894832,1563.924606,1.003709,228.724348,0.955780,0.473005,0.047500,34.393900,1.005997,,0.137541,513.964253,24.681555,25.758911,176.214306,0.387352,11.342820,15.158278,1.007797,0.041932,48472.578118,3.055108,3.826984,0.044931,35.506151,363.930944,0.000000,219.241959,1.006739,38.715693,1.633992,17.023859,31.268228,20.193505,2222.868492,0.158763,188.698645,0.022432,12.546669,4.877006,1.075897,3.529451,28.263938,1.005775,0.021279,5.123688,,239.061594,18.573016,0.001364,6.685346,27.516177,379.791340,0.119231,18.098730,1.961487,230.713608,109.663958,0.003670,14.668956,1.008889,0.002943,0.022103,0.536659,141.444668,33314.069683,126.551066,9.327843,0.084035,0.104224,0.446125,0.042071,3.359141,2.032503,1.004462,1.004914,48706.934741,5.132383,3.262382,0.471674,1549.696472,27.004755,0.232794,52.202877,0.839918,0.056776,5.153477,0.020413,0.977778,,1.692672,0.010528,5.404233,4.643049,1.000451,0.951145,0.439950,1.585811,21.922768,0.179607
2021-02-25,49849.378714,1628.391534,1.010289,255.476718,1.058849,0.471614,0.057062,33.728702,1.004966,,0.159950,529.655715,25.369174,28.158214,182.250603,0.405878,11.905267,17.471804,1.006298,0.042939,49789.854404,3.329568,3.911286,0.048140,36.631522,367.892146,0.000000,206.558515,1.009981,40.871973,1.643031,18.774607,32.550136,19.594276,2235.833023,0.160362,195.033521,0.021788,14.196279,4.945333,1.192693,3.546774,30.142255,1.068810,0.021304,5.143961,,242.632133,19.614218,0.001443,6.710208,29.741297,437.629257,0.129119,19.222046,1.932415,239.081898,116.747841,0.003505,14.709111,1.007038,0.003153,0.026206,0.529437,144.957091,33763.457033,131.976193,9.832075,0.088647,0.112994,0.490465,0.051400,3.646460,2.104219,1.005299,1.004801,49793.076968,5.318839,3.636835,0.515699,1613.952907,28.191446,0.248759,52.411317,1.083509,0.059498,5.801254,0.023101,1.006142,,1.899119,0.010890,5.666537,4.749382,1.007797,0.939050,0.657251,1.523202,22.248987,0.182359
2021-02-26,46992.665450,1468.860104,1.003722,235.367776,1.076914,0.432279,0.050217,31.189935,0.992675,,0.174849,498.586642,23.253500,24.693328,179.783222,0.379160,10.962129,13.811009,0.997087,0.039457,47342.246419,2.975840,3.655340,0.045140,34.723304,336.946975,0.000000,196.916806,0.997951,38.270562,1.527441,16.961536,29.727738,17.700891,2030.333191,0.156063,182.998427,0.021503,11.939598,4.507307,1.097630,3.335421,28.224820,0.976279,0.020998,4.854091,,224.239732,16.922754,0.001321,5.978143,26.666341,397.346606,0.118710,18.265800,1.945710,219.185709,114.289629,0.003167,14.303428,0.995061,0.002999,0.024507,0.495753,142.081147,31487.671257,123.032970,9.645950,0.080113,0.109057,0.540889,0.050178,3.858961,1.980815,1.000655,0.999024,46627.054436,5.106343,3.659464,0.479634,1485.544737,26.575950,0.257772,49.492552,1.048382,0.055694,5.182453,0.025390,0.933836,,1.718533,0.010227,5.012364,4.540197,1.005781,0.914826,0.601527,1.392344,19.756695,0.163089
2021-02-27,46551.487477,1450.988747,1.008045,221.911999,1.245062,0.430094,0.050544,31.374677,1.007008,,0.190447,486.562506,23.134226,25.253355,170.895821,0.401208,10.756834,13.668936,1.007908,0.039677,46417.536185,3.062594,3.560168,0.045344,35.261452,324.928770,0.000000,204.927790,1.007573,37.628046,1.519289,16.404385,28.973163,18.836323,1960.731601,0.154938,180.849320,0.021770,11.320013,4.412265,1.125806,3.475054,27.801800,0.973664,0.021303,4.814620,,217.003802,15.504547,0.001275,5.884006,25.990303,398.902447,0.119471,18.075036,2.020863,207.180676,122.872046,0.003345,15.341071,1.003677,0.002813,0.023899,0.511547,127.261919,31220.712504,118.386798,9.557978,0.084568,0.109718,0.576805,0.050672,4.243927,2.021056,1.005102,1.004634,46525.141076,5.190671,3.959382,0.528164,1445.748846,26.435719,0.248398,46.059839,1.017390,0.054128,5.128144,0.028626,0.898567,,1.730390,0.009941,4.937163,4.446186,1.011723,0.898427,0.517976,1.317379,19.810554,0.155282
2021-02-28,46653.526399,1480.129577,0.993996,226.726866,1.342809,0.443094,0.050866,33.804128,1.009084,,0.199509,489.450469,23.618195,26.392615,173.283210,0.443345,11.206969,13.310965,1.014760,0.041044,46297.973013,3.191164,3.711406,0.047056,38.446664,337.973544,0.000000,211.015032,1.006285,37.665382,1.508850,18.444677,29.366046,19.355633,1998.421053,0.151081,186.093891,0.021794,10.780062,4.526414,1.147963,3.678158,27.592727,1.114807,0.021298,4.653694,,230.872409,16.124099,0.001279,5.967463,26.137627,402.267531,0.120462,19.049240,2.048999,214.352143,137.276671,0.003253,16.463880,1.001110,0.002681,0.023821,0.585558,136.717269,31760.389201,122.005041,9.670905,0.096036,0.117268,0.572826,0.053739,4.059763,2.027193,1.009978,1.011889,45574.095937,5.332974,3.924529,0.518597,1461.058869,26.560019,0.254846,47.430147,1.012521,0.054083,5.190891,0.025833,0.919790,,1.696890,0.010202,5.025274,4.529011,0.999713,0.876175,0.470041,1.350639,20.533262,0.142885
2021-03-01,44970.163460,1416.661553,1.011356,209.775556,1.303220,0.413828,0.048236,33.453163,0.997235,,0.224492,460.982400,22.159001,24.612585,164.366480,0.405486,10.262173,13.030769,0.996543,0.039639,45159.126624,3.127934,3.452791,0.045420,35.912656,351.196694,0.000000,217.584149,1.005315,34.993517,1.367226,15.628862,28.474138,17.649929,2020.944422,0.134991,177.196217,0.021795,9.391514,4.367543,1.116194,3.406249,25.890594,1.020086,0.021327,4.670511,,211.970192,13.689127,0.001141,5.353798,23.856071,400.151598,0.116638,18.630634,1.916130,195.906653,129.588683,0.003285,15.046396,0.995714,0.002452,0.022397,0.599461,133.873749,30630.592216,111.247584,8.914726,0.092809,0.107306,0.568241,0.050693,3.810274,2.035729,0.995889,0.997394,44991.962398,4.834827,4.186752,0.518455,1409.649881,24.157000,0.236791,42.046917,0.945615,0.051141,4.940099,0.024178,0.840805,,1.574871,0.009696,4.812217,4.250342,1.002336,0.855062,0.418730,1.207695,19.373587,0.130626
2021-03-02,49787.339959,1570.399690,1.008234,256.182524,1.302853,0.447886,0.051021,35.572924,1.002604,,0.247724,501.476002,25.592699,27.697741,176.295106,0.430377,11.106956,15.030086,1.001614,0.045714,49863.471570,3.282701,3.718075,0.047853,38.459020,386.507922,0.000000,230.107381,1.005345,38.214679,1.511678,17.917519,31.463598,18.672048,2178.689085,0.150753,186.030773,0.021710,13.187351,5.206025,1.209600,3.653994,30.005393,1.088500,0.021211,4.865730,,228.721367,14.782703,0.001250,6.741396,27.425455,494.358379,0.125432,20.726405,2.114750,221.397517,138.884831,0.003560,18.798040,1.003689,0.002825,0.024041,0.657801,149.451273,34900.371111,123.869606,9.543619,0.115228,0.115877,0.693996,0.056547,4.204080,2.223543,1.004806,1.003684,51167.192640,5.271679,4.215049,0.587459,1551.559940,26.930281,0.266298,46.782835,0.989014,0.058990,5.303390,0.029238,0.913047,,1.911792,0.010266,5.453935,4.610537,1.009499,0.914873,0.591113,1.357333,20.733162,0.170082
2021-03-03,48532.236790,1497.089104,1.008433,240.934151,1.228823,0.437206,0.050568,36.273413,1.006163,,0.229322,518.100419,25.673868,28.516973,178.275780,0.420197,10.936820,14.010086,1.006834,0.043965,48528.661883,3.738384,3.679827,0.046967,38.310711,392.581993,0.000000,220.921059,1.006613,37.704755,1.466348,17.059323,29.989236,18.901338,2174.258188,0.154279,185.730035,0.021799,12.070535,5.205781,1.184238,3.690405,29.704155,1.083834,0.021285,4.533433,,241.753846,14.563227,0.001215,6.517753,27.188055,501.438114,0.123780,22.449280,1.923607,216.511574,134.487984,0.003298,17.925825,1.019718,0.002685,0.022989,0.770760,144.698862,33400.696195,121.060639,9.455330,0.126139,0.114563,0.798957,0.065806,4.050465,2.118429,1.003862,1.003811,49285.733377,5.199162,4.055630,0.603035,1483.357510,26.856702,0.280183,47.519325,1.016717,0.057394,5.097238,0.028859,0.921254,,1.833085,0.010145,5.557678,4.668329,1.007026,0.900192,0.520235,1.359917,21.257100,0.160679
2021-03-04,50577.457469,1579.427169,0.999226,241.759752,1.219697,0.450648,0.050753,37.076360,0.996903,,0.224608,523.931684,25.486634,30.046070,188.982333,0.421914,11.304120,14.131004,0.998435,0.053522,50642.676108,3.989969,3.843818,0.049140,42.246868,397.858343,0.000000,220.334152,1.000585,39.810919,1.467356,17.164415,31.663130,21.722386,2206.022345,0.157301,189.399590,0.021596,12.629941,5.740468,1.221156,3.865604,31.334603,1.184348,0.021101,4.675411,,246.728735,15.254450,0.001240,7.247272,27.388338,494.206140,0.128272,22.675589,1.923318,224.085632,142.203422,0.003569,17.517664,0.997887,0.002699,0.024108,0.794362,148.994023,33881.025287,127.587440,9.918864,0.128243,0.127402,1.193814,0.086064,4.205343,2.310592,0.998379,0.999061,51209.034823,5.377294,4.197677,0.772960,1502.856696,28.326050,0.345389,47.390880,1.048042,0.058479,5.442026,0.030244,1.037681,,1.976318,0.010735,6.576061,4.871364,1.000165,0.950984,0.524067,1.470205,22.013447,0.160118
